,tweet
3948,"⚡️Crying after seeing what happened in #Irpin and around the #Kyiv #Ukraine. Even after seeing this, #EU, #US deny sending military equipment to Ukraine means it is cowardly &amp; they don't deserve a happy life. Fuck #Putin  #UkraineWar #UkraineRussiaWar #Ukrainian #Russia #Ukraina  https://t.co/TvrSShkGJF"
3949," calxandr Mr  calxandr if Putin is a war criminal then what about Biden? Who have killed millions of People in Afg, Iraq Yaman, Libya and Syria? If Russia and Russian have been sanctioned then why not Pakistan 🇵🇰 who is home of international terrorists and have involved Afghanistan 🇦🇫?"
3950,Russia falters in Ukraine but unlikely to give up assault  https://t.co/A4zCg5GEri
3951,It’s time for Biden to give Ukraine updated aircraft and offensive weapons. His obsession with diplomacy won’t work with Putin and Russia. We need leadership here.
3952, IAPonomarenko Showing the world how bad it was in Russia before the Sanctions. Putin will lose weight soon if this keeps going on for long.
3953, RepMeijer Like us (unfortunately) Russia doesnt recognize the ICJ so who will they have to answer to?
3954," antiputler_news The dumbest thing you can do now is to start fighting amongst each other, Russia would simply love that"
3955, Toot49367645  russia_state  Random_Chikel  HermanHetherin1  baronichita Are we talking about america now?
3956,Hungarians vote 🗳 against Orban who sold you out to Russia 🇷🇺  https://t.co/hEXU9naZDT
3957, NardoAndro you named 4 Mongolia is the country between China and russia💀
3958, JackBKwack  PeacemakerRD58  oc412  GeorgePapa19 You have no idea Russia was using Trump to weaken NATO Russia enemy of NATO since its creation Hates Trump &amp; everything he represents Had online operation to stir division &amp; weaken trust institutions since 2014 Trump is Putin's greatest agent of division  Ex KGB knows Trump well  https://t.co/KpdOJHgHID
3959," AlonBenMeir Of course US is to blame. Russia has been pleading for years asking for a security zone, while US supported Ukraine in violating Minsk agreement. US got what they wanted. They homogenized Europe and brought it back to its heel. This war is not about Ukraine, it's about Europe."
3960,"The thing that annoys me most about Russia is that it's full of Russians. It'd be good to get them out of there to improve the country, but anywhere else you'd put them would just ruin that place too. A conundrum."
3961,Over 500 Companies Have Withdrawn from Russia since it attacked Ukrain. Admirable.  https://t.co/RfU3LwMrsT
3962,"🇺🇦 Ukraine said on Saturday its forces had seized back all areas around Kyiv, claiming complete control of the capital region for the first time since Russia launched the invasion.  https://t.co/4fPTV3EJjI"
3963," DavidkHarman  CBRI18  CoolestPat  gcasp  SFsurveyor  NYMag  AOC  errollouis Technically no, that's you being a Republican who drools over the prospect of living in a state like Russia which is run by an autocratic dictator and his cronies."
3964, thehill  LeaderMcConnell US defence budget $720 billion. China $210 billion. Russia $65 billion. Yet  LeaderMcConnell wants more. Wonder who  LeaderMcConnell really works for?  https://t.co/VIksEJuHDB
3965,"Freedom and Democracy in Russia, Then and Now  https://t.co/WO7h1dOPqv via  BulwarkOnline  CathyYoung63"
3966, lapatina_ Fuck Russia  https://t.co/ghbWij2jbr
3967, guyverhofstadt It's baffling how funds are being transferred to Russia for heating comfort in April not December? Put on a coat for God's sake. Turn off the gas.
3968,Ukrainian presidential adviser calls for heavier weaponry as Russia shifts military focus  https://t.co/vMsHadc8eo
3969," sumfarm  oh_rhys No, you mentally sweep it under the rug because Russia invaded Ukraine"
3970," farspire I don’t have the answers, I’m just saying that India historically has always been middle of the road when it comes to ties with either Russia, or with the West. Johnson and his cabal lie every day aswell. They are all liars."
3971," ArchieMcMurdo  werallukraine  olex_scherba How far does that go? How much do you let happen, how much does Russia get away with? The world has been told ""Silence is the side of the aggressor."", but NATO is sitting back and watching."
3972, Omar39329064  RT_com Expel Russia and China.  Germany does not trust #russia and never will
3973," AdamSchefter  BigTenNetwork This can’t be true, right? May be he should create a League in Russia, with his communists buddies?"
3974, AdrianSchiop4  gromulax  orenove  Cernovich Wathever ur argument wants to be the fact remains that they did. It's not a theory. The same argument can be used about #Ucraine. Do u rly think that they were able to push back on of the 3 bigest military powers? Interesting how #Russia got stuck mostly in the separatist area.
3975,"""In Donetsk direction, Russian troops conduct assault operations in certain areas. No successes.  In the north, Russia is withdrawing to🇷🇺and🇧🇾. Additional Russian units are being prepared to take part in hostilities in Ukraine,–General Staff, 24:00  https://t.co/LPxEvjibjS"
3976, siobhanheanue  AlonPinkas 2/2 And an attempt to make Russia vulnerable to invasion from Russo- Ukrainian border (2300km) and strategically close to Volga River provoked Russia to act in defense. Western expansionist designs are threat to world peace.
3977," TCG_CrisisRisks Meanwhile Russia is destroying all UKR petro depots. I think there is one left, and that one is currently burning. It will be hard to keep territorial gains w/o diesel. We shall see."
3978, Podolyak_M  ELINTNews  mfa_russia putin will pay for that
3979, mfa_russia  RusEmbassyMinsk  BelarusMFA  Belarus_OSCE  bel_embassy_az  BelarusEmbKz  DmitryMironchik  BelembassyJPN  ByinBrazil  KremlinRussia_E  BelarusUNNY Putin should be arrested in Turkey if peace talks begin there. He's a war criminal.
3980," BergqvistRene  njhm100  lapatina_  mpalinchak So the west doesn't need India, China and Russia. Probably the Middle East, either.  Kind of a winning combination where the world is divided 40:60.  Great diplomacy."
3981, ThreshedThought  IntelCrab Sadly this is what it took to move the West to take stronger actions against Russia
3982," jonnajarian You’d think he’d be getting expert advice from Hunter (the uh-crack-a smokah) since he’s an ex-executive from oil and gas with expertise in Russia and Ukraine. Right? Oh wait he’s selling access for paintings now, my bad."
3983, RusEmbUSA  mfa_russia  StateDept  USApoRusski  USEmbRu You are war criminals
3984,"Rail workers in #Greece protest the transfer of military armoured vehicles to #Ukraine borders, dousing it in red-paint!   These are countries that backed the #UN Resolution against #UkraineWar, where citizen sentiments differ from their Govts.! #RussiaUkraineWar #Russia #USA  https://t.co/eIv6Yp0S5T"
3985,WION-VOA Co-Production: Russia-Ukraine hold peace talks  https://t.co/Zam2N2xH1l
3986,They're openly telling us that this war is about changing our energy system or more.   You can believe that this is a coincidence and Russia is trying to do the right/wrong thing or you can believe that Russia is an active participant in helping them achieve things with this war.
3987," toawaterfowl Russia can’t even care for their own dead, they just leave them along with civilians."
3988," oyaslapme  chaldene6  ReutersWorld Lols. Russia is the obvious destabiliser here. Yknow, the invader? Keep up."
3989,The Z is all over Russia now  https://t.co/rYWupdPant
3990, RussianEmbassy  mfa_russia  RusembUkraine  RusEmbUSA  RusMission_EU  BBCWorld  SkyNews  ftworldnews  guardianworld  TelegraphWorld  spectator You do know Putin will be dead by the end of this year
3991,"Tweet from John Taylor ( khurdaroad) John Taylor ( khurdaroad) Tweeted: Russia should never be forgiven for the crimes they have committed,the hate for them will live for generations,Putin must pay with his life."
3992,More Than 200 Detained in Ukraine Protests Across Russia  https://t.co/LcexVd76cF
3993, acherny  BMOs_Revenge  RT_com Ukraine will keep access to the Black Sea; I’d be pretty shocked if Russia took Odessa. They haven’t even made it past Mykolaiv. But Ukraine will most likely lose the Sea of Azov.
3994,See what Zelensky said when asked about strike in Russia  https://t.co/Fw9GRDYxuy
3995," KaratGold17 russia bombed Ukrainian cities and destroyed infrastructure, schools, and hospitals. russian terrorists ccommittedall possible war crimes. as a result, it is clear, that russia should pay reparations."
3996,"Russia verbally agreed with Ukraine's proposals, except for the issue of Crimea — Arakhamiya Our English, Polski,Deutsch Telegram:  https://t.co/n0cYjMpWrY  #Ukraine #UkraineRussianWar #Odessa #Kyiv #Kiev #UkraineWar"
3997, Podolyak_M Putin and Russia committing warcrimes that will send them straight to hell  https://t.co/5EKL7YjyWJ
3998,Russia vows to target British weapons as UK missile downs helicopter  https://t.co/hvicdqHf4h
3999," BigCopperSaws  nychick76  Binkbonk1984  julie_kelly2 The Russia ties are obvious, even more so with what is going on in Ukraine. DT with nothing but praise for Putin, still…"
4000,"Ukraine-Russia peace talks, March jobs report, April Fools' Day: 5 things to know Friday  https://t.co/s06RGA9Pw0"
4001," RostovNeu  X7PKiDojvRP1KEg Russia 12th richest country in the world, 14% of people live with - 10000 rubles / month, average net salary in Russia 365 €, 60% of national wealth belongs to 1% of Russians, life expectancy 72 years and Putin has minimum 40 billion lol MAFIA !"
4002," LangmanVince Jill Biden, IS a doctor, just not a medical doctor.  You are pretty far down in the educated scale, or you would never say such a stupid comment.  Joe Biden in YOUR president.  Russia wants to elect their PARTNER again in 2024.  You are a paid servant to stupidity and lies."
4003, koeppen_travis  JanuaryAttack  Kasparov63  BillKristol Why? You think it is better for Ukraine to lose? Or lose faster? Since 1938 we should know what appeasment and fear of escalation lead too. And who escalated? Russia tried an invason! Thousands are already dead...
4004,"Russia says they will leave the space station. All they brought was vodka, nesting dolls and headaches. Good riddance!   Russia will END cooperation on the International space station  https://t.co/KyFVTrZcn8"
